FlightWeek,OriginAirport,OriginCountry,DestinationAirport,DestinationCountry,MainAirlineCarrier,IsConnectingFlight,UserCountry,TripType,CabinClass,NumberOfNights,BookingHorizon,NumberOfRedirects,Revenue
2024-W13,MUC,DE,TIA,AL,FR,0,FR,round-trip,Economy,7,17,2,120.68
2024-W13,MUC,DE,TIA,AL,EW,1,ES,one-way,Economy,1,48,0,80.95
2024-W13,MUC,DE,WAW,PL,EW,0,DE,round-trip,Economy,12,29,3,121.89
2024-W13,MUC,DE,WAW,PL,DE,1,DE,one-way,Economy,7,30,2,73.24
2024-W13,OSL,NO,AYT,TR,LH,0,DE,round-trip,Economy,15,73,2,126.36
2024-W13,OSL,NO,LPA,ES,EW,0,PL,one-way,Economy,28,34,1,170.09
2024-W13,OSL,NO,PMI,ES,EW,0,PL,one-way,Economy,10,118,2,73.0
2024-W13,OSL,NO,RHO,GR,FR,0,AT,round-trip,Premium Economy,1,148,2,108.94
2024-W13,STR,DE,ACE,ES,TO,0,GB,one-way,Economy,10,137,3,138.07
2024-W13,STR,DE,ACE,ES,EW,1,AT,round-trip,Economy,6,24,2,75.46
2024-W13,STR,DE,ACE,ES,X3,1,DE,round-trip,Economy,4,29,1,116.51
2024-W13,STR,DE,AGP,ES,VY,0,DE,round-trip,Premium Economy,14,52,2,105.33
2024-W13,STR,DE,ALC,ES,FR,0,DE,round-trip,Economy,15,42,2,66.23
2024-W13,STR,DE,ALC,ES,EW,0,NL,round-trip,Business,3,12,0,251.68
2024-W13,STR,DE,ALC,ES,LH,0,DK,one-way,Premium Economy,11,31,1,170.61
2024-W13,STR,DE,ALC,ES,U2,0,DE,one-way,Economy,16,18,1,72.5
2024-W13,STR,DE,ALC,ES,U2,0,AT,round-trip,Economy,14,31,5,78.65
2024-W13,STR,DE,ALC,ES,X3,0,CH,round-trip,Business,28,60,1,345.87
2024-W13,STR,DE,ALC,ES,DE,0,DE,one-way,Economy,10,17,2,117.53
2024-W13,STR,DE,ALC,ES,W6,0,AT,round-trip,Economy,3,33,4,57.84
2024-W13,STR,DE,ALC,ES,EW,0,DE,round-trip,Economy,11,32,4,115.72
2024-W13,STR,DE,ATH,GR,U2,0,DE,round-trip,Economy,11,14,5,64.95
2024-W13,STR,DE,ATH,GR,EW,0,CH,round-trip,Economy,4,151,2,109.01
2024-W13,STR,DE,ATH,GR,U2,0,AT,one-way,Economy,6,56,5,61.37
2024-W13,STR,DE,ATH,GR,LH,0,PL,round-trip,Economy,7,45,1,105.94
2024-W13,STR,DE,AYT,TR,FR,0,DE,round-trip,Economy,12,48,1,85.06
2024-W13,STR,DE,AYT,TR,AB,1,DE,round-trip,Economy,8,61,0,81.51
2024-W13,STR,DE,BCN,ES,EW,0,CH,round-trip,Economy,7,92,2,64.56
2024-W13,STR,DE,BCN,ES,VY,1,NL,round-trip,Economy,7,19,3,61.91
2024-W13,STR,DE,BCN,ES,X3,0,NL,one-way,Economy,10,29,2,104.74
2024-W13,STR,DE,BCN,ES,LH,0,FR,round-trip,Economy,5,18,0,101.0
2024-W13,STR,DE,BER,DE,FR,0,AT,one-way,Economy,7,54,2,86.42
2024-W13,STR,DE,BER,DE,LH,0,GB,round-trip,Premium Economy,5,12,0,233.98
2024-W13,STR,DE,BER,DE,LH,1,SE,one-way,Economy,6,24,1,79.21
2024-W13,STR,DE,BER,DE,EW,0,DE,one-way,Economy,11,44,3,81.32
2024-W13,STR,DE,BER,DE,X3,0,GB,one-way,Economy,8,53,3,87.94
2024-W13,STR,DE,BUD,HU,AB,0,HU,one-way,Economy,7,26,4,70.56
2024-W13,STR,DE,BUD,HU,EW,0,DE,one-way,Economy,8,38,5,84.02
2024-W13,STR,DE,BUD,HU,VY,0,DE,one-way,Premium Economy,3,35,2,131.25
2024-W13,STR,DE,BUD,HU,U2,0,GB,round-trip,Economy,12,26,2,71.91
2024-W13,STR,DE,BUD,HU,VY,1,AT,round-trip,Economy,7,50,1,55.84
2024-W13,STR,DE,BUD,HU,FR,0,DE,round-trip,Economy,3,22,1,79.19
2024-W13,STR,DE,CAG,IT,VY,0,CH,round-trip,Economy,5,103,3,80.36
2024-W13,STR,DE,CAG,IT,EW,0,NL,round-trip,Economy,25,57,3,90.01
2024-W13,STR,DE,CFU,GR,FR,0,HU,one-way,Economy,14,59,3,64.71
2024-W13,STR,DE,CFU,GR,X3,0,ES,one-way,Economy,11,58,2,105.99
2024-W13,STR,DE,CFU,GR,LH,0,HU,round-trip,Business,7,45,0,281.46
2024-W13,STR,DE,CFU,GR,EW,0,AT,round-trip,Economy,3,23,3,80.89
2024-W13,STR,DE,CGN,DE,EW,0,DE,round-trip,Economy,22,35,7,76.72
2024-W13,STR,DE,CGN,DE,TO,0,AT,round-trip,Economy,17,34,1,58.56
2024-W13,STR,DE,CGN,DE,EW,0,GB,one-way,Economy,28,48,0,90.62
2024-W13,STR,DE,CGN,DE,TO,0,CZ,round-trip,Economy,10,43,2,83.29
2024-W13,STR,DE,CGN,DE,FR,0,AT,round-trip,Economy,12,8,1,67.79
2024-W13,STR,DE,CTA,IT,EW,0,DE,round-trip,Economy,13,98,6,81.33
2024-W13,STR,DE,CTA,IT,LH,0,CZ,one-way,Economy,6,49,2,137.35
2024-W13,STR,DE,CTA,IT,VY,0,DE,one-way,Economy,25,35,1,60.81
2024-W13,STR,DE,CTA,IT,EW,0,CH,one-way,Premium Economy,5,126,3,152.32
2024-W13,STR,DE,DBV,HR,U2,0,DE,round-trip,Economy,8,49,1,65.54
2024-W13,STR,DE,DBV,HR,EW,0,DE,round-trip,Economy,5,25,5,92.58
2024-W13,STR,DE,DBV,HR,W6,0,DE,round-trip,Economy,20,20,3,66.73
2024-W13,STR,DE,DBV,HR,EW,0,PL,round-trip,Premium Economy,7,24,3,168.54
2024-W13,STR,DE,DBV,HR,U2,0,IT,round-trip,Economy,7,42,5,55.24
2024-W13,STR,DE,DLM,TR,U2,0,DE,round-trip,Economy,14,50,2,150.46
2024-W13,STR,DE,DLM,TR,FR,0,DE,round-trip,Economy,14,37,1,98.01
2024-W13,STR,DE,DLM,TR,LH,0,SE,round-trip,Premium Economy,1,13,0,286.9
2024-W13,STR,DE,DLM,TR,EW,1,CH,round-trip,Economy,24,25,5,86.67
2024-W13,STR,DE,DUB,IE,W6,0,IT,round-trip,Premium Economy,15,77,3,111.52
2024-W13,STR,DE,DUB,IE,VY,0,DE,round-trip,Economy,5,34,4,86.82
2024-W13,STR,DE,DUB,IE,LH,0,DE,one-way,Economy,14,14,1,137.73
2024-W13,STR,DE,DUB,IE,TO,0,AT,one-way,Economy,11,44,1,81.37
2024-W13,STR,DE,DUB,IE,FR,0,DE,round-trip,Economy,17,29,2,69.95
2024-W13,STR,DE,DUS,DE,LH,0,PL,round-trip,Economy,4,89,2,120.93
2024-W13,STR,DE,DUS,DE,U2,0,CH,round-trip,Economy,11,51,3,69.14
2024-W13,STR,DE,DUS,DE,U2,0,DE,round-trip,Economy,7,48,2,72.29
2024-W13,STR,DE,DUS,DE,EW,0,ES,round-trip,Premium Economy,6,17,1,157.63
2024-W13,STR,DE,EDI,GB,EW,0,DE,round-trip,Economy,8,27,3,85.48
2024-W13,STR,DE,EDI,GB,X3,0,IT,round-trip,Economy,4,14,1,149.05
2024-W13,STR,DE,EDI,GB,DE,0,FR,round-trip,Economy,14,44,1,90.57
2024-W13,STR,DE,EDI,GB,U2,0,DE,one-way,Economy,2,27,0,52.26
2024-W13,STR,DE,EDI,GB,LH,1,AT,round-trip,Economy,2,75,4,80.43
2024-W13,STR,DE,EDI,GB,EW,1,CZ,round-trip,Economy,9,132,1,67.38
2024-W13,STR,DE,EDI,GB,FR,0,AT,round-trip,Economy,8,70,1,72.19
2024-W13,STR,DE,EDI,GB,EW,0,AT,one-way,Economy,5,31,3,74.23
2024-W13,STR,DE,EDI,GB,FR,0,DE,round-trip,Economy,20,29,4,68.85
2024-W13,STR,DE,EDI,GB,U2,0,CH,round-trip,Premium Economy,9,22,4,118.93
2024-W13,STR,DE,FAO,PT,DE,0,CH,round-trip,Premium Economy,7,37,2,123.54
2024-W13,STR,DE,FAO,PT,U2,0,CZ,one-way,Economy,14,30,2,66.8
2024-W13,STR,DE,FUE,ES,U2,0,DE,round-trip,Economy,10,64,2,82.63
2024-W13,STR,DE,FUE,ES,U2,0,CH,one-way,Economy,14,18,1,107.46
2024-W13,STR,DE,FUE,ES,VY,0,CH,round-trip,Economy,17,42,3,110.07
2024-W13,STR,DE,HAM,DE,TO,0,CH,round-trip,Economy,14,40,4,96.6
2024-W13,STR,DE,HAM,DE,EW,0,DE,round-trip,Economy,11,63,4,102.5
2024-W13,STR,DE,HAM,DE,TO,0,DE,round-trip,Economy,10,46,2,95.87
2024-W13,STR,DE,HAM,DE,EW,0,DE,round-trip,Economy,15,35,3,94.52
2024-W13,STR,DE,HER,GR,FR,0,DE,round-trip,Economy,6,19,0,52.64
2024-W13,STR,DE,HER,GR,AB,0,IE,round-trip,Economy,8,28,2,72.81
2024-W13,STR,DE,IST,TR,EW,0,DE,one-way,Economy,8,26,2,159.91
2024-W13,STR,DE,IST,TR,EW,0,AT,round-trip,Economy,7,21,1,126.46
2024-W13,STR,DE,IST,TR,EW,1,AT,round-trip,Economy,8,26,3,112.62
2024-W13,STR,DE,KRK,PL,EW,0,DE,round-trip,Economy,21,52,5,80.79
2024-W13,STR,DE,LGW,GB,FR,0,DE,round-trip,Premium Economy,7,44,2,95.86
2024-W13,STR,DE,LGW,GB,EW,0,NL,one-way,Economy,8,60,1,84.79
2024-W13,STR,DE,LGW,GB,FR,0,DE,round-trip,Economy,14,67,3,64.44
2024-W13,STR,DE,LGW,GB,TO,1,AT,round-trip,Economy,2,28,2,85.16
2024-W13,STR,DE,LIS,PT,AB,0,CH,one-way,Economy,3,23,3,73.1
2024-W13,STR,DE,LPA,ES,EW,0,CH,round-trip,Economy,10,42,1,149.16
2024-W13,STR,DE,LPA,ES,FR,0,ES,round-trip,Premium Economy,8,23,0,150.59
2024-W13,STR,DE,LPA,ES,W6,0,DE,round-trip,Economy,7,27,4,68.71
2024-W13,STR,DE,MUC,DE,U2,0,NL,round-trip,Economy,21,15,3,60.49
2024-W13,STR,DE,MUC,DE,EW,0,PL,round-trip,Economy,7,33,7,93.18
2024-W13,STR,DE,MUC,DE,FR,0,GB,one-way,Economy,1,57,1,61.17
2024-W13,STR,DE,MUC,DE,W6,0,CH,one-way,Premium Economy,11,12,2,114.12
2024-W13,STR,DE,MUC,DE,LH,0,DE,round-trip,Economy,3,17,3,147.27
2024-W13,STR,DE,NAP,IT,DE,0,FR,one-way,Economy,1,48,3,99.49
2024-W13,STR,DE,NAP,IT,U2,0,FR,round-trip,Economy,5,33,2,77.61
2024-W13,STR,DE,NAP,IT,EW,0,DE,round-trip,Economy,17,35,2,68.64
2024-W13,STR,DE,NAP,IT,FR,0,NL,round-trip,Economy,7,13,2,87.47
2024-W13,STR,DE,NAP,IT,X3,0,DE,round-trip,Economy,6,18,2,112.32
2024-W13,STR,DE,NAP,IT,U2,0,DE,round-trip,Economy,16,34,3,72.32
2024-W13,STR,DE,NAP,IT,LH,0,DE,one-way,Economy,7,35,2,146.9
2024-W13,STR,DE,OLB,IT,U2,0,DE,round-trip,Economy,6,93,3,63.37
2024-W13,STR,DE,OLB,IT,EW,0,SE,one-way,Premium Economy,11,33,0,163.5
2024-W13,STR,DE,OLB,IT,EW,0,NL,round-trip,Economy,1,16,2,91.83
2024-W13,STR,DE,OLB,IT,TO,0,NL,round-trip,Economy,3,46,1,67.58
2024-W13,STR,DE,OLB,IT,EW,0,DE,round-trip,Premium Economy,9,58,9,124.98
2024-W13,STR,DE,OLB,IT,LH,1,CH,round-trip,Economy,7,38,2,50.17
2024-W13,STR,DE,PMI,ES,FR,0,FR,round-trip,Economy,2,70,4,48.28
2024-W13,STR,DE,PMI,ES,VY,0,BE,one-way,Economy,2,30,6,67.72
2024-W13,STR,DE,RHO,GR,FR,0,CH,one-way,Economy,6,7,3,83.9
2024-W13,STR,DE,RHO,GR,LH,0,PL,round-trip,Economy,4,92,4,91.64
2024-W13,STR,DE,RHO,GR,EW,0,GB,round-trip,Economy,28,117,5,83.39
2024-W13,STR,DE,SKG,GR,U2,0,DE,round-trip,Economy,19,84,4,62.96
2024-W13,STR,DE,SKG,GR,VY,0,CZ,round-trip,Economy,7,31,2,66.07
2024-W13,STR,DE,SKG,GR,LH,1,DE,round-trip,Business,15,75,0,282.01
2024-W13,STR,DE,SKG,GR,FR,0,IT,round-trip,Economy,11,11,4,72.47
2024-W13,STR,DE,SKP,MK,X3,0,NL,one-way,Economy,17,44,1,150.12
2024-W13,STR,DE,SKP,MK,U2,0,DE,round-trip,Economy,10,36,2,107.12
2024-W13,STR,DE,SKP,MK,LH,1,NL,round-trip,Economy,4,8,1,134.58
2024-W13,STR,DE,SKP,MK,VY,0,DE,round-trip,Economy,11,43,1,107.81
2024-W13,STR,DE,SKP,MK,TO,0,GB,one-way,Economy,9,90,1,122.78
2024-W13,STR,DE,SKP,MK,VY,0,DE,round-trip,Economy,4,9,1,125.82
2024-W13,STR,DE,SKP,MK,FR,0,NO,round-trip,Economy,5,35,3,76.94
2024-W13,STR,DE,SKP,MK,EW,0,GB,one-way,Premium Economy,11,29,0,177.18
2024-W13,STR,DE,SPU,HR,EW,0,DE,round-trip,Economy,6,12,4,116.79
2024-W13,STR,DE,SPU,HR,U2,0,PL,round-trip,Economy,13,28,2,64.97
2024-W13,STR,DE,TFS,ES,TO,0,ES,one-way,Business,27,38,0,410.43
2024-W13,STR,DE,TFS,ES,TO,1,AT,round-trip,Economy,15,84,2,103.73
2024-W13,STR,DE,TFS,ES,LH,0,GB,round-trip,Economy,5,18,2,139.98
2024-W13,STR,DE,TFS,ES,U2,0,DE,round-trip,Economy,9,59,0,126.75
2024-W13,STR,DE,TFS,ES,EW,1,DE,round-trip,Economy,4,48,9,85.83
2024-W13,STR,DE,TFS,ES,EW,0,DE,round-trip,Premium Economy,28,23,1,161.85
2024-W13,STR,DE,TFS,ES,EW,0,FR,one-way,Economy,5,56,4,106.38
2024-W13,STR,DE,TIA,AL,FR,0,GB,one-way,Economy,3,41,3,99.67
2024-W13,STR,DE,TIA,AL,U2,1,DE,round-trip,Economy,10,26,1,86.68
2024-W13,STR,DE,TIA,AL,AB,1,CZ,round-trip,Economy,12,148,8,75.31
2024-W13,STR,DE,TIA,AL,LH,0,DE,round-trip,Economy,7,9,0,209.16
2024-W13,STR,DE,WAW,PL,AB,0,IT,round-trip,Premium Economy,13,81,1,119.03
2024-W13,STR,DE,WAW,PL,U2,0,DE,round-trip,Economy,12,44,1,59.72
2024-W13,VIE,AT,ATH,GR,LH,0,DE,round-trip,Business,12,25,0,444.09
2024-W13,VIE,AT,BCN,ES,AB,0,DE,one-way,Premium Economy,9,45,1,91.11
2024-W13,VIE,AT,BER,DE,VY,1,DE,round-trip,Economy,3,59,5,51.58
2024-W13,VIE,AT,CAG,IT,U2,0,DE,one-way,Economy,15,50,2,63.76
2024-W13,VIE,AT,CGN,DE,W6,0,DE,round-trip,Economy,6,19,1,65.87
2024-W13,VIE,AT,CGN,DE,U2,0,DE,round-trip,Economy,23,38,2,74.57
2024-W13,VIE,AT,CTA,IT,EW,0,DE,round-trip,Economy,2,30,3,80.26
2024-W13,VIE,AT,CTA,IT,U2,0,NL,round-trip,Economy,14,18,1,78.22
2024-W13,VIE,AT,DLM,TR,EW,0,NL,round-trip,Premium Economy,10,24,1,221.25
2024-W13,VIE,AT,DUB,IE,EW,0,DE,round-trip,Premium Economy,8,75,5,151.97
2024-W13,VIE,AT,EDI,GB,LH,0,DE,one-way,Business,11,37,1,278.37
2024-W13,VIE,AT,FCO,IT,U2,0,DE,round-trip,Premium Economy,15,31,4,100.14
2024-W13,VIE,AT,FCO,IT,U2,0,GB,round-trip,Economy,10,16,0,73.69
2024-W13,VIE,AT,FCO,IT,EW,0,AT,one-way,Economy,17,48,0,113.13
2024-W13,VIE,AT,FUE,ES,W6,0,GB,round-trip,Economy,1,43,1,95.84
2024-W13,VIE,AT,FUE,ES,EW,0,PL,round-trip,Economy,9,28,2,135.18
2024-W13,VIE,AT,HAM,DE,EW,0,IE,round-trip,Premium Economy,8,18,3,152.36
2024-W13,VIE,AT,HAM,DE,AB,0,AT,one-way,Economy,4,26,2,90.36
2024-W13,VIE,AT,HER,GR,LH,0,DE,round-trip,Economy,22,31,2,83.94
2024-W13,VIE,AT,KRK,PL,EW,0,GB,one-way,Economy,1,33,1,148.13
2024-W13,VIE,AT,KRK,PL,LH,0,GB,round-trip,Premium Economy,15,18,1,222.72
2024-W13,VIE,AT,LIS,PT,LH,0,GB,round-trip,Premium Economy,9,25,3,154.35
2024-W13,VIE,AT,PMI,ES,EW,0,IT,one-way,Economy,22,41,1,90.93
2024-W13,VIE,AT,PMI,ES,AB,0,DE,one-way,Economy,4,28,3,73.42
2024-W13,VIE,AT,RHO,GR,LH,1,FR,round-trip,Economy,3,23,0,92.44
2024-W13,VIE,AT,SKP,MK,EW,0,NL,round-trip,Economy,5,50,0,144.8
2024-W13,VIE,AT,SKP,MK,LH,0,DE,round-trip,Economy,14,26,2,142.29
2024-W13,VIE,AT,SPU,HR,LH,0,NO,round-trip,Economy,12,50,3,110.24
2024-W13,VIE,AT,TFS,ES,EW,0,DE,one-way,Premium Economy,15,83,1,206.99
2024-W13,VIE,AT,TIA,AL,EW,1,DE,round-trip,Economy,8,32,3,85.4
2024-W13,VIE,AT,TIA,AL,EW,0,AT,round-trip,Economy,9,23,0,131.93
2024-W13,ZRH,CH,ALC,ES,FR,0,CH,round-trip,Economy,14,29,3,73.0
2024-W13,ZRH,CH,BER,DE,U2,0,CZ,round-trip,Economy,14,29,2,65.39
2024-W13,ZRH,CH,CGN,DE,EW,0,DE,round-trip,Economy,5,28,5,93.41
2024-W13,ZRH,CH,CGN,DE,LH,0,HU,one-way,Premium Economy,15,11,1,207.39
2024-W13,ZRH,CH,DLM,TR,AB,0,DE,round-trip,Economy,21,22,1,106.7
2024-W13,ZRH,CH,DLM,TR,EW,0,AT,round-trip,Economy,7,62,4,107.17
2024-W13,ZRH,CH,DLM,TR,EW,0,IT,one-way,Business,1,8,0,498.44
2024-W13,ZRH,CH,DLM,TR,EW,1,DE,one-way,Business,27,41,6,354.51
2024-W13,ZRH,CH,FAO,PT,FR,0,BE,round-trip,Economy,22,15,3,83.34
2024-W13,ZRH,CH,FAO,PT,U2,0,DE,round-trip,Economy,17,28,6,51.88
2024-W13,ZRH,CH,FCO,IT,U2,0,DE,round-trip,Economy,12,14,3,67.38
2024-W13,ZRH,CH,FUE,ES,U2,0,DE,round-trip,Economy,25,16,0,125.52
2024-W13,ZRH,CH,HAM,DE,U2,0,GB,round-trip,Economy,14,71,5,75.4
2024-W13,ZRH,CH,HER,GR,W6,0,NL,one-way,Economy,2,123,5,60.83
2024-W13,ZRH,CH,LIS,PT,EW,0,AT,round-trip,Economy,21,42,1,77.68
2024-W13,ZRH,CH,RHO,GR,EW,1,DE,one-way,Economy,9,71,3,69.45
2024-W13,ZRH,CH,SKG,GR,U2,0,NL,round-trip,Economy,8,47,2,60.57
2024-W13,ZRH,CH,SKP,MK,VY,0,FR,round-trip,Economy,10,71,1,103.46
2024-W13,ZRH,CH,TFS,ES,EW,0,DE,round-trip,Economy,8,43,5,121.54
2024-W14,AMS,NL,ACE,ES,W6,0,SE,round-trip,Economy,10,29,2,83.02
2024-W14,AMS,NL,AGP,ES,EW,0,DE,one-way,Economy,7,87,2,81.0
2024-W14,AMS,NL,ALC,ES,U2,0,DE,one-way,Business,15,17,0,265.04
2024-W14,AMS,NL,BER,DE,VY,0,AT,round-trip,Economy,5,61,0,70.23
2024-W14,AMS,NL,CAG,IT,EW,0,PL,round-trip,Economy,14,80,1,77.86
2024-W14,AMS,NL,CGN,DE,EW,1,CH,round-trip,Economy,5,70,1,78.06
2024-W14,AMS,NL,DBV,HR,EW,0,AT,round-trip,Economy,8,86,1,86.55
2024-W14,AMS,NL,DBV,HR,FR,0,DE,round-trip,Premium Economy,9,28,2,143.67
2024-W14,AMS,NL,DBV,HR,FR,0,BE,round-trip,Economy,8,15,3,72.2
2024-W14,AMS,NL,FAO,PT,TO,0,DE,round-trip,Economy,3,30,5,86.22
2024-W14,AMS,NL,FUE,ES,U2,0,DE,one-way,Economy,5,44,2,105.02
2024-W14,AMS,NL,HER,GR,FR,0,CH,one-way,Premium Economy,15,25,1,143.5
2024-W14,AMS,NL,IST,TR,EW,1,AT,round-trip,Economy,1,95,1,103.95
2024-W14,AMS,NL,LPA,ES,X3,0,ES,round-trip,Economy,2,36,0,180.25
2024-W14,AMS,NL,PMI,ES,FR,0,ES,round-trip,Economy,9,14,3,105.57
2024-W14,AMS,NL,RHO,GR,U2,0,CH,round-trip,Business,4,33,2,202.09
2024-W14,AMS,NL,RHO,GR,U2,0,DE,one-way,Economy,6,57,3,75.78
2024-W14,AMS,NL,SKP,MK,LH,1,DE,round-trip,Premium Economy,17,29,1,250.69
2024-W14,AMS,NL,SKP,MK,EW,0,DE,round-trip,Economy,7,10,3,161.32
2024-W14,AMS,NL,SKP,MK,U2,0,DE,round-trip,Premium Economy,7,23,2,231.53
2024-W14,AMS,NL,SKP,MK,VY,1,DE,one-way,Economy,7,23,2,102.86
2024-W14,AMS,NL,STR,DE,X3,0,AT,one-way,Premium Economy,7,86,4,151.71
2024-W14,AMS,NL,STR,DE,FR,0,DE,one-way,Economy,25,76,2,75.76
2024-W14,ARN,SE,CAG,IT,X3,0,NL,round-trip,Economy,11,40,3,99.69
2024-W14,ARN,SE,DUB,IE,FR,0,DE,one-way,Economy,6,22,4,82.63
2024-W14,ARN,SE,DUS,DE,LH,0,NL,round-trip,Business,16,57,1,329.96
2024-W14,ARN,SE,FCO,IT,DE,0,CZ,round-trip,Premium Economy,11,64,1,231.7
2024-W14,ARN,SE,HAM,DE,W6,0,NO,one-way,Premium Economy,28,24,0,115.5
2024-W14,ARN,SE,PMI,ES,DE,0,SE,round-trip,Premium Economy,2,28,3,123.47
2024-W14,ARN,SE,RHO,GR,X3,0,NO,round-trip,Economy,5,84,2,82.4
2024-W14,ARN,SE,STR,DE,VY,1,IE,one-way,Economy,7,12,4,72.21
2024-W14,BCN,ES,AGP,ES,VY,0,ES,round-trip,Economy,22,23,6,79.56
2024-W14,BCN,ES,DBV,HR,U2,0,AT,round-trip,Economy,28,84,6,96.66
2024-W14,BCN,ES,FAO,PT,EW,0,DE,one-way,Economy,6,36,4,66.21
2024-W14,BCN,ES,HER,GR,EW,0,DE,round-trip,Premium Economy,14,50,2,144.25
2024-W14,BCN,ES,HER,GR,FR,0,NL,round-trip,Premium Economy,6,30,1,115.73
2024-W14,BCN,ES,MUC,DE,LH,0,DK,one-way,Economy,16,26,1,130.91
2024-W14,BCN,ES,STR,DE,X3,0,DE,one-way,Economy,14,23,1,121.62
2024-W14,BER,DE,ACE,ES,AB,1,AT,round-trip,Economy,1,50,4,78.4
2024-W14,BER,DE,ACE,ES,LH,0,NL,round-trip,Economy,21,103,1,169.76
2024-W14,BER,DE,ACE,ES,VY,0,GB,round-trip,Economy,8,47,2,130.63
2024-W14,BER,DE,ACE,ES,W6,0,IT,round-trip,Economy,2,55,5,84.99
2024-W14,BER,DE,ACE,ES,FR,0,AT,round-trip,Economy,4,46,1,92.23
2024-W14,BER,DE,AGP,ES,TO,0,IE,round-trip,Economy,19,11,0,109.76
2024-W14,BER,DE,AGP,ES,LH,0,SE,round-trip,Premium Economy,12,108,2,144.47
2024-W14,BER,DE,AGP,ES,EW,0,FR,round-trip,Economy,15,24,4,87.39
2024-W14,BER,DE,AGP,ES,LH,0,AT,one-way,Economy,14,10,0,162.99
2024-W14,BER,DE,ALC,ES,AB,0,DE,round-trip,Premium Economy,8,21,1,129.06
2024-W14,BER,DE,ALC,ES,X3,0,NL,round-trip,Economy,8,28,1,102.69
2024-W14,BER,DE,ATH,GR,FR,0,NL,round-trip,Economy,14,79,3,59.23
2024-W14,BER,DE,ATH,GR,X3,0,DE,round-trip,Economy,17,159,1,98.96
2024-W14,BER,DE,ATH,GR,VY,0,FR,one-way,Economy,14,21,7,83.31
2024-W14,BER,DE,ATH,GR,FR,0,DE,round-trip,Economy,4,37,2,56.15
2024-W14,BER,DE,ATH,GR,EW,1,CH,round-trip,Economy,6,17,3,56.05
2024-W14,BER,DE,ATH,GR,FR,0,FR,round-trip,Economy,14,138,3,69.74
2024-W14,BER,DE,AYT,TR,AB,0,DE,round-trip,Economy,5,56,2,85.18
2024-W14,BER,DE,AYT,TR,EW,0,SE,round-trip,Economy,19,27,3,112.79
2024-W14,BER,DE,BCN,ES,EW,1,CH,one-way,Economy,14,37,2,64.89
2024-W14,BER,DE,BCN,ES,VY,0,BE,round-trip,Premium Economy,7,30,1,123.22
2024-W14,BER,DE,BCN,ES,DE,0,DE,one-way,Economy,27,55,2,69.34
2024-W14,BER,DE,BCN,ES,EW,0,NL,round-trip,Economy,21,39,0,75.44
2024-W14,BER,DE,BCN,ES,FR,0,ES,one-way,Economy,8,31,4,65.9
2024-W14,BER,DE,BCN,ES,EW,0,NL,round-trip,Economy,7,22,2,105.14
2024-W14,BER,DE,BCN,ES,U2,0,AT,round-trip,Premium Economy,8,29,6,139.53
2024-W14,BER,DE,BUD,HU,EW,0,IT,round-trip,Economy,5,105,2,80.28
2024-W14,BER,DE,BUD,HU,FR,0,NL,one-way,Economy,3,59,4,62.03
2024-W14,BER,DE,CAG,IT,U2,0,BE,one-way,Economy,6,27,4,74.03
2024-W14,BER,DE,CAG,IT,X3,0,BE,round-trip,Business,5,43,1,327.11
2024-W14,BER,DE,CAG,IT,LH,0,GB,round-trip,Economy,27,11,2,128.83
2024-W14,BER,DE,CAG,IT,DE,0,ES,one-way,Economy,7,61,3,83.84
2024-W14,BER,DE,CAG,IT,W6,0,DE,round-trip,Economy,3,31,1,65.78
2024-W14,BER,DE,CFU,GR,LH,0,AT,one-way,Economy,3,23,5,95.83
2024-W14,BER,DE,CGN,DE,FR,0,DE,round-trip,Economy,20,10,3,85.51
2024-W14,BER,DE,CGN,DE,EW,0,PL,round-trip,Economy,12,17,1,129.54
2024-W14,BER,DE,CGN,DE,LH,0,DE,round-trip,Premium Economy,16,18,1,171.59
2024-W14,BER,DE,CGN,DE,EW,1,DE,round-trip,Economy,8,24,3,86.73
2024-W14,BER,DE,CGN,DE,EW,0,SE,round-trip,Economy,8,55,3,117.42
2024-W14,BER,DE,CTA,IT,LH,0,DE,round-trip,Economy,7,26,6,118.72
2024-W14,BER,DE,CTA,IT,EW,0,DE,round-trip,Economy,14,51,4,78.83
2024-W14,BER,DE,CTA,IT,EW,0,CH,round-trip,Premium Economy,2,69,2,118.24
2024-W14,BER,DE,CTA,IT,VY,0,CH,round-trip,Premium Economy,2,176,2,125.73
2024-W14,BER,DE,CTA,IT,FR,0,GB,round-trip,Economy,14,54,3,55.79
2024-W14,BER,DE,DBV,HR,LH,0,DE,round-trip,Economy,28,6,1,130.08
2024-W14,BER,DE,DLM,TR,EW,0,CZ,round-trip,Economy,7,18,3,124.24
2024-W14,BER,DE,DLM,TR,FR,0,DE,one-way,Economy,1,16,3,92.19
2024-W14,BER,DE,DLM,TR,FR,0,CZ,one-way,Economy,12,89,2,92.32
2024-W14,BER,DE,DLM,TR,FR,0,DE,one-way,Premium Economy,11,40,4,134.44
2024-W14,BER,DE,DLM,TR,EW,0,DE,one-way,Economy,9,13,4,152.76
2024-W14,BER,DE,DUB,IE,EW,0,IT,round-trip,Economy,28,96,1,80.41
2024-W14,BER,DE,DUS,DE,VY,1,NL,one-way,Economy,6,26,4,60.67
